TOTALNUMBEROFRECIPIENTS,TOTALNUMBEROFCLAIMS,TOTALDOLLARAMOUNTOFCLAIMS,PROVIDERNAME,PROVIDER TYPE,PROVIDER PRIMESSPECIALTY,PROVIDER ADDR STREET1,PROVIDER ADDR STREET2,PROVIDER ADDR CITY,PROVIDER ADDR STATE,PROVIDER ZIP CODE,PROVIDER GEO LATITUDE,PROVIDER GEO LONGITUDE,DOMINANTDIAGNOSIS
32,641,63511,LEISURE FOR LIFE OF INDIANA,Waiver Provider,Waiver-Community Integration and Habilitation (CIH),3941 DALEWOOD DR,,FORT WAYNE,IN,46815,41.111109,-85.090963,"Illness, unspecified                                                                                "
73,114,9666,PFC-CAREW INTERNAL MEDICINE,Clinic,Medical Clinic,1818 CAREW ST,STE 260,FORT WAYNE,IN,46805,41.092677,-85.107845,Type 2 diabetes mellitus without complications
136,3863,1323093,COMFORT KEEPERS #371,Waiver Provider,Aged & Disabled Waiver (A&D),4101 E 3RD ST,,BLOOMINGTON,IN,47401,39.164216,-86.479817,Encounter for other general examination
1290,7823,86186,VERICARE OF FLORIDA INC,Mental Health Provider,Outpatient Mental Health Clinic,14074 TRADE CENTER DR STE 134,,FISHERS,IN,46038,39.989456,-86.005418,"Major depressive disorder, single episode, unspecified                                              "
22,54,2934,INDIANA UNIV HEALTH BLOOMINGTON INC,Physician,Family Practitioner,2209 JOHN R WOODEN DRIVE,2ND FLOOR,MARTINSVILLE,IN,46151,39.424899,-86.405959,"Major depressv disorder, recurrent severe w/o psych features                                        "
48,56,5291,INDIANA CLINIC NEUROLOGY LLC,Clinic,Medical Clinic,813 W 2ND ST,,BLOOMINGTON,IN,47403,39.161417,-86.542805,Unspecified convulsions
138,256,18517,THE SOUTH BEND CLINIC AT NEW CARLISLE,Clinic,Medical Clinic,8984 E US HIGHWAY 20,,NEW CARLISLE,IN,46552,41.703567,-86.529412,Encntr for routine child health exam w/o abnormal findings
529,812,35905,"ANESTHESIA CONSULTANTS OF INDPLS, LLC",Physician,Anesthesiologist,1801 N SENATE,,INDIANAPOLIS,IN,46202,39.79177,-86.16297,"Dysphagia, unspecified                                                                              "
226,2892,55846,MSD WAYNE TOWNSHIP,School Corporation,School Corporation,1220  S HIGH SCHOOL RD,,INDIANAPOLIS,IN,46241,39.749672,-86.269826,"Illness, unspecified                                                                                "
146,2889,882033,MAXIM HEALTHCARE SERVICES-WAIVER,Waiver Provider,Aged & Disabled Waiver (A&D),6505 E 82ND ST #200,,INDIANAPOLIS,IN,46250,39.904948,-86.054816,"Illness, unspecified                                                                                "
26,180,13277,BUCKINGHAM & ASSOCIATES PC,Mental Health Provider,Health Service Provider in Psychology (HSPP),8202 CLEARVISTA PKWY,BLDG 7,INDIANAPOLIS,IN,46256,39.90515,-86.039541,Generalized anxiety disorder
102,114,8732,IN MATH & SCIENCE ACADEMY W SCH BASED,Clinic,Federally Qualified Health Clinic (FQHC),4575 W 38TH STREET,,INDIANAPOLIS,IN,46254,39.823931,-86.236218,Encntr for routine child health exam w/o abnormal findings
85,1384,1781536,HARCOURT TERRACE NURSING AND REHAB,Extended Care Facility,Nursing Facility,8181 HARCOURT RD,,INDIANAPOLIS,IN,46260,39.903795,-86.19349,Unspecified dementia without behavioral disturbance
69,598,1914308,ROLLING MEADOWS HEALTH CARE CENTER,Extended Care Facility,Nursing Facility,604 RENNAKER ST,,LAFONTAINE,IN,46940,40.675143,-85.724364,Unspecified dementia without behavioral disturbance
60,1374,604077,"ALLIANCE HOME HEALTH SERVICES, INC",Home Health Agency,Home Health Agency,9615 NORTH COLLEGE AVENUE,,INDIANAPOLIS,IN,46280,39.928046,-86.14589,Multiple sclerosis
37,53,1417,ST CLAIR EMS,Transportation Provider,Ambulance,1204 NORTH CENTRAL AVE,,CONNERSVILLE,IN,47331,39.648312,-85.133996,"Chest pain, unspecified                                                                             "
161,294,20766,PARKVIEW PHYSICIANS GROUP,Physician,Family Practitioner,1104 NORTH WAYNE STREET,,NORTH MANCHEST,IN,46962,41.010245,-85.76437,Encntr for routine child health exam w/o abnormal findings
2655,3727,118220,IU RADIOLOGY ASSOCIATES INC,Physician,Radiologist,75 N ST RD 135,,GREENWOOD,IN,46142,39.616044,-86.15849,"Chest pain, unspecified                                                                             "
49,70,6258,METHODIST PHYSICIANS GROUP,Clinic,Medical Clinic,251 W 84TH DRIVE,,MERRILLVILLE,IN,46410,41.46503,-87.336197,Essential (primary) hypertension
2156,2999,271944,MICHIANA EYE CENTER LLC,Physician,Ophthalmologist,230 E DAY RD STE 100,,MISHAWAKA,IN,46545,41.69857,-86.183069,"Myopia, bilateral                                                                                   "
125,288,21135,THE INDIANA CLINIC,Clinic,Medical Clinic,1701 N SENATE BLVD C100,,INDIANAPOLIS,IN,46202,39.789762,-86.165549,"Major depressv disorder, recurrent severe w/o psych features                                        "
63,171,1680,WAL-MART PHARMACY #10-1180,Pharmacy,Pharmacy,790 GREENSBURG COMMONS CTR,,GREENSBURG,IN,47240,39.360579,-85.475708,Type 2 diabetes mellitus without complications
467,3700,472494,CONNECTIONS CASE MANAGEMENT LLC,Waiver Provider,Waiver-Community Integration and Habilitation (CIH),8575 E 100 N,,WHITESTOWN,IN,46075,40.055211,-86.308736,"Illness, unspecified                                                                                "
245,287,22601,COMMUNITY PHYSICIANS OF INDIANA INC,Physician,Family Practitioner,8150 OAKLANDON RD STE 130,,INDIANAPOLIS,IN,46236,39.904233,-85.95715,Encntr for routine child health exam w/o abnormal findings
59,139,6389,CMG FAMILY WELLNESS CENTER,Clinic,Medical Clinic,198 EAST JEFFERSTON ST,,FRANKLIN,IN,46131,39.480679,-86.052611,Low back pain
122,1721,2160360,ROSEBUD VILLAGE,Extended Care Facility,Nursing Facility,2050 CHESTER BLVD,,RICHMOND,IN,47374,39.860938,-84.888638,"Alzheimer's disease, unspecified                                                                    "
1419,31167,5942980,ASPIRE INDIANA INC,Mental Health Provider,Community Mental Health Center (CMHC),17840 CUMBERLAND ROAD,,NOBLESVILLE,IN,46060,40.048744,-85.995734,Paranoid schizophrenia
31,94,2227,"ROSE INTERNAL MEDICINE, PC",Physician,General Internist,2205 W SUDBURY STE A,,BLOOMINGTON,IN,47403,39.148972,-86.562493,Type 2 diabetes mellitus without complications
33,1105,542235,ADVANTAGE HOME HEALTH CARE-INDIANAPOLIS,Home Health Agency,Home Health Agency,8345 CLEARVISTA PL STE 200,,INDIANAPOLIS,IN,46256,39.909704,-86.041694,"Cerebral palsy, unspecified                                                                         "
191,288,59641,PARKVIEW NOBLE A COMMUNITY HOSPITAL AMB,Transportation Provider,Ambulance,401 SAWYER DRIVE,,KENDALLVILLE,IN,46755,41.452875,-85.293978,Encounter for other general examination
130,136,9937,CUNNINGHAM OPTICAL ONE-MCGALLIARD,Optician,Optician,1608 W MCGALLIARD RD,,MUNCIE,IN,47304,40.218924,-85.404891,"Myopia, bilateral                                                                                   "
77,1266,1272919,THE HEALTH & HOSP CORP OF MARION COUNTY,Waiver Provider,Aged & Disabled Waiver (A&D),3530 SOUTH SHELBY ST,,INDIANAPOLIS,IN,46227,39.71468,-86.13944,"Illness, unspecified                                                                                "
189,245,19941,ST VINCENT EMERGENCY PHYSCIANS INC,Physician,Emergency Medicine Practitioner,13500 N MERIDIAN,,CARMEL,IN,46032,39.98393,-86.144849,Unspecified abdominal pain
60,107,4624,GREENE COUNTY HEALTH-LONETREE,Clinic,Medical Clinic,1216 N 1000 W,,LINTON,IN,47441,39.03089,-87.12919,Generalized anxiety disorder
193,521,10264,PATHNOSTICS,Laboratory,Independent Lab,17661 COWAN,,IRVINE,CA,92614,33.694731,-117.858153,"Urinary tract infection, site not specified                                                         "
100,134,2711,UNION COUNTY HEALTH DEPARTMENT,Clinic,Rural Health Clinic (RHC),6 WEST SOUTH ST STE 2,,LIBERTY,IN,47353,39.63265,-84.92975,Encntr for routine child health exam w/o abnormal findings
53,55,7112,HODGES OD                DARYL        W,Optometrist,Optometrist,814 E WASHINGTON ST,,GREENCASTLE,IN,46135,39.64397,-86.851344,"Hypermetropia, bilateral                                                                            "
43,408,1419231,ST AUGUSTINE HOME FOR THE AGED,Extended Care Facility,Nursing Facility,2345 W 86TH ST,,INDIANAPOLIS,IN,46260,39.911888,-86.201783,Unspecified dementia without behavioral disturbance
25,158,377076,AGING & DISABLED HOME HEALTH CARE LLC,Home Health Agency,Home Health Agency,2013 CHESTER BLVD,,RICHMOND,IN,47374,39.860163,-84.888645,"Cerebral palsy, unspecified                                                                         "
376,428,16579,IU RADIOLOGY ASSOCIATES,Physician,Radiologist,550 N UNIVERSITY BLVD,,INDIANAPOLIS,IN,46202,39.775287,-86.175527,Unspecified abdominal pain
33,47,3480,INDIANA UNIV PSYCHIATRIC ASSOCIATES INC,Physician,Psychiatrist,1111 W 10TH ST,,INDIANAPOLIS,IN,46202,39.77999,-86.1804,"Major depressive disorder, single episode, unspecified                                              "
43,54,40116,GOOD SAMARITAN HOSP - PHYSICIANS,Physician,Family Practitioner,520 S SEVENTH ST,,VINCENNES,IN,47591,38.673778,-87.532514,Unspecified abdominal pain
24,276,1852,FRESENIUS MEDICAL CARE NEPHROLOGY,End Stage Renal Disease (ESRD) Clinic,Free-standing Renal Dialysis Clinic,250 E DAY ROAD STE 300,,MISHAWAKA,IN,46545,41.698574,-86.183157,End stage renal disease
29,32,4074,BUCKCREEK TOWNSHIP FIRE DEPARTMENT,Transportation Provider,Ambulance,5809 AIRPORT BLVD,,GREENFIELD,IN,46140,39.841837,-85.913081,Unspecified convulsions
143,378,20917,FRENCH LICK FAMILY MEDICINE,Clinic,Rural Health Clinic (RHC),679 S STATE ROAD 145,,FRENCH LICK,IN,47432,38.45984,-86.60257,Essential (primary) hypertension
95,790,49395,STONE CITY COUNSELING CENTER,Mental Health Provider,Health Service Provider in Psychology (HSPP),2325 Q ST,,BEDFORD,IN,47421,38.85328,-86.494756,"Attention-deficit hyperactivity disorder, combined type                                             "
33,59,8163,WHITING FIRE DEPARTMENT,Transportation Provider,Ambulance,1916 SCHRAGE AVE,,WHITING,IN,46394,41.678695,-87.48978,Unsp psychosis not due to a substance or known physiol cond
41,43,1456,INDIANA UNIV RADIOLOGY ASSOC,Physician,Radiologist,10300 N ILLINOIS ST,,INDIANAPOLIS,IN,46290,39.93582,-86.16097,"Chest pain, unspecified                                                                             "
24,69,9876,ANTHONY BERARDI PHD PC,Mental Health Provider,Health Service Provider in Psychology (HSPP),300 S SAINT LOUIS BLVD,STE 202,SOUTH BEND,IN,46617,41.67378,-86.24133,"Attn-defct hyperactivity disorder, predom inattentive type                                          "
3717,5879,2657714,ST JOSEPH HEALTH SYSTEM LLC,Hospital,Acute Care,700 BROADWAY STREET,,FORT WAYNE,IN,46802,41.07893,-85.14884,Encntr for routine child health exam w/o abnormal findings
193,1869,3222393,THE HOSPICE GROUP,Hospice,Hospice,9320 PRIORITY WAY WEST DR,,INDIANAPOLIS,IN,46240,39.919993,-86.10677,"Alzheimer's disease, unspecified                                                                    "
67,1318,924880,COMFORCARE HOME HEALTH,Home Health Agency,Home Health Agency,11555 NORTH MERIDIAN STREET,SUITE 100,CARMEL,IN,46032,39.951139,-86.157636,Unspecified dementia without behavioral disturbance
251,386,37578,HEARNE VISION CARE LLC,Optometrist,Optometrist,29 E POPLAR STREET,,NORTH VERNON,IN,47265,39.005543,-85.628206,"Myopia, bilateral                                                                                   "
1367,10006,83066,CENTERSTONE OF INDIANA INC,Mental Health Provider,Outpatient Mental Health Clinic,1175 SOUTHVIEW DR,,MARTINSVILLE,IN,46151,39.38716,-86.45583,"Schizophrenia, unspecified                                                                          "
1430,7415,64928,ROUNDING PROVIDERS LLC,Advanced Practice Nurse,Nurse Practitioner (Other),6326 CONSTITUTION DR,,FORT WAYNE,IN,46804,41.067936,-85.223208,"Anxiety disorder, unspecified                                                                       "
105,165,12662,UNION COUNTY MEDICAL CENTER,Physician,Family Practitioner,950 N MARKET ST,,LIBERTY,IN,47353,39.642426,-84.927422,Encntr for routine child health exam w/o abnormal findings
165,605,24219,NEED A LIFT,Transportation Provider,Common Carrier (Ambulatory),8237 INDY LN,,INDIANAPOLIS,IN,46214,39.789221,-86.306689,"Illness, unspecified                                                                                "
119,183,7165,CHICAGO CARDIOVASCULAR CONSULTANTS SC,Clinic,Medical Clinic,5500 HOHMAN AVE #2C,,HAMMOND,IN,46320,41.61382,-87.52201,"Chest pain, unspecified                                                                             "
79,145,6393,GRANT BLACKFORD COMMUNITY SUPPORT PROGR,Clinic,Federally Qualified Health Clinic (FQHC),206 W 8TH ST,,MARION,IN,46953,40.55421,-85.661072,Type 2 diabetes mellitus without complications
284,2406,155173,LINCARE INC-BLOOMINGTON,Pharmacy,DME/Medical Supply Dealer,2160 YOST AVE,,BLOOMINGTON,IN,47403,39.147957,-86.580724,"Chronic obstructive pulmonary disease, unspecified                                                  "
40,65,1770,HAMILTON MEDICAL CONSULTANTS LLC,Physician,Nephrologist,8181 HARCOURT RD,,INDIANAPOLIS,IN,46260,39.903795,-86.19349,Essential (primary) hypertension
98,1945,1393739,ARC BRIDGES INC,Waiver Provider,Waiver-Traumatic Brain Injury (TBI),2650 W 35TH AVE,,GARY,IN,46408,41.555239,-87.368983,"Illness, unspecified                                                                                "
38,47,6235,DANVILLE FAMILY EYE CARE LLC,Optometrist,Optometrist,95 N TENNESSEE ST,,DANVILLE,IN,46122,39.761633,-86.521559,"Myopia, bilateral                                                                                   "
58,77,2682,COMMUNITY PHYSICIANS OF INDIANA INC,Physician,Family Practitioner,1400 N RITTER AVE,STE 410,INDIANAPOLIS,IN,46219,39.78605,-86.07379,"Chest pain, unspecified                                                                             "
2254,4246,350074,NORTHSHORE HEALTH CENTERS,Clinic,Federally Qualified Health Clinic (FQHC),3564 SCOTTSDALE ST,,PORTAGE,IN,46368,41.549547,-87.171811,Encntr for routine child health exam w/o abnormal findings
25,638,136892,AT HOME & AT PLAY-SR SUPP SVS LLC (WVR),Waiver Provider,Aged & Disabled Waiver (A&D),3001 FAIRFIELD AVENUE,,FORT WAYNE,IN,46807,41.0578,-85.14495,Type 2 diabetes mellitus with hyperglycemia
49,85,1156,SCHNECK FAMILY CARE SCOTT COUNTY,Clinic,Medical Clinic,1366 NORTH GARDNER AVE STE 140,,SCOTTSBURG,IN,47170,38.702145,-85.784656,Type 2 diabetes mellitus without complications
406,638,69362,MIDWEST EYE CONSULTANTS #33,Optometrist,Optometrist,2317 FRANKLIN ST,,MICHIGAN CITY,IN,46360,41.702938,-86.894646,"Myopia, bilateral                                                                                   "
88,3076,640552,BRIGHTSTAR OF FORT WAYNE,Waiver Provider,Aged & Disabled Waiver (A&D),2855 NORTHPARK AVE STE 103,,HUNTINGTON,IN,46750,40.901547,-85.509017,"Illness, unspecified                                                                                "
281,524,30137,SANTA CLAUS FAMILY MEDICINE,Clinic,Medical Clinic,92 W CHRISTMAS BLVD,,SANTA CLAUS,IN,47579,38.11823,-86.92552,Encntr for routine child health exam w/o abnormal findings
696,6523,692244,AREA 9: AGENCY IN HOME & COMMUNITY SVCS,Waiver Provider,Aged & Disabled Waiver (A&D),520 S 9TH ST,,RICHMOND,IN,47374,39.821087,-84.889958,"Illness, unspecified                                                                                "
107,7118,6436876,HEARTLAND RESIDENTIAL SERVICES (WVR),Waiver Provider,Waiver-Community Integration and Habilitation (CIH),4555 NORTHWESTERN DR,,ZIONSVILLE,IN,46077,39.937651,-86.237565,"Illness, unspecified                                                                                "
41,1351,486014,HOME HEALTHCARE ASSOCIATES INC,Home Health Agency,Home Health Agency,6431 GEORGETOWN NORTH BLVD,,FORT WAYNE,IN,46815,41.103552,-85.059953,Profound intellectual disabilities
120,246,30643,HOSPITAL CARE GROUP PC,Physician,Family Practitioner,700 BROADWAY,,FORT WAYNE,IN,46802,41.07893,-85.14884,"Chest pain, unspecified                                                                             "
245,327,22145,JANE PAULEY COMM HLTH CTR AT GREENFIELD,Clinic,Federally Qualified Health Clinic (FQHC),1107 N STATE ST,,GREENFIELD,IN,46140,39.798153,-85.769683,Encntr for routine child health exam w/o abnormal findings
23,26,17150,MAJOR HOSPITAL PHARMACY,Pharmacy,Pharmacy,150 WEST WASHINGTON STREET,,SHELBYVILLE,IN,46176,39.52443,-85.78135,Unspecified abdominal pain
70,833,86999,FRESENIUS MED CARE NEPHROLOGY ELKHART,End Stage Renal Disease (ESRD) Clinic,Free-standing Renal Dialysis Clinic,700 WATERBURY PARK AVENUE,,ELKHART,IN,46517,41.65095,-85.9579,End stage renal disease
1293,2466,95553,GOOD SAMARITAN HOSP - PHYSICIANS,Physician,Family Practitioner,520 S SEVENTH ST,,VINCENNES,IN,47591,38.673778,-87.532514,"Acute upper respiratory infection, unspecified                                                      "
24,35,2501,CREDO FAMILY MEDICINE,Physician,Family Practitioner,10050 AUBURN PARK DR,,FORT WAYNE,IN,46825,41.174574,-85.114849,Encntr for routine child health exam w/o abnormal findings
25,25,0,US HEALTHCARE SUPPLY LLC,DME/Medical Supply Dealer,DME/Medical Supply Dealer,240 BLUE JUNIPER BLVD,UNIT B,VENICE,FL,34292,27.11453,-82.38253,Low back pain
146,1133,86836,OLDER AMERICANS SERVICE,Transportation Provider,Common Carrier (Ambulatory),1901 S ORLEANS WAY,,ORLEANS,IN,47452,38.64835,-86.45444,"Illness, unspecified                                                                                "
50,67,5614,BAPTIST HEALTH MEDICAL GROUP INC,Physician,Family Practitioner,1425 STATE ST STE 100,,NEW ALBANY,IN,47150,38.296958,-85.831408,Encntr for routine child health exam w/o abnormal findings
33,58,945,WEISERT                  KENNETH      N,Physician,Psychiatrist,701 E COUNTY LINE RD STE 101,,GREENWOOD,IN,46143,39.636169,-86.091605,Obstructive sleep apnea (adult) (pediatric)
146,279,11490,MEMORIAL HOSPITAL PERU MEDICAL CENTER,Clinic,Medical Clinic,1694 W LOGANSPORT ROAD,,PERU,IN,46970,40.746876,-86.103946,Essential (primary) hypertension
43,48,7945,PENN TOWNSHIP FIRE DEPARTMENT,Transportation Provider,Ambulance,13960 JACKSON ROAD,,MISHAWAKA,IN,46544,41.621426,-86.124922,Encounter for other general examination
605,1071,76746,GOOD SAMARITAN HOSPITAL PHYS SVCS INC,Physician,General Internist,406 N 1ST ST,,VINCENNES,IN,47591,38.682636,-87.529193,Encntr for routine child health exam w/o abnormal findings
35,44,1825,LAFAYETTE SURGICAL CLINIC,Clinic,Medical Clinic,1345 UNITY PLACE STE 235,,LAFAYETTE,IN,47905,40.397828,-86.837395,Unspecified abdominal pain
143,218,16612,SOUTHEASTERN INDIANA GASTROENTEROLOGY,Physician,Gastroenterologist,2630 22ND ST,,COLUMBUS,IN,47201,39.220076,-85.893929,"Dysphagia, unspecified                                                                              "
4583,19096,454261,UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Clinic,Medical Clinic,550 UNIVERSITY BLVD,,INDIANAPOLIS,IN,46202,39.775287,-86.175527,End stage renal disease
210,288,675622,SYCAMORE SPRINGS LLC,Hospital,Psychiatric,833 E PARK BLVD,,LAFAYETTE,IN,47905,40.40701,-86.82897,"Alcohol dependence with withdrawal, unspecified                                                     "
30,31,1414,PARKVIEW SPECIALTY PHYSICIANS,Physician,Obstetrician/Gynecologist,11123 PARKVIEW PLAZA DR,STE 203,FORT WAYNE,IN,46845,41.18879,-85.099346,Encntr for routine child health exam w/o abnormal findings
117,193,19585,MOORES HOME HEALTH AND MEDICAL SUPPLY,Pharmacy,DME/Medical Supply Dealer,608 W MARKLAND,,KOKOMO,IN,46901,40.476439,-86.137875,Unspecified urinary incontinence
30,37,2203,FLORA FAMILY MEDICINE,Physician,Family Practitioner,4 EAST MAIN STREET,,FLORA,IN,46929,40.5481,-86.523713,"Acute upper respiratory infection, unspecified                                                      "
34,109,1449,CVS PHARMACY,Pharmacy,Pharmacy,8100 EAST RIDGE RD,,HOBART,IN,46342,41.55072,-87.24018,Type 2 diabetes mellitus without complications
34,40,3355,WOMEN'S SPECIALISTS,Physician,Obstetrician/Gynecologist,115 HUSTON DR,,SHEPHERDSVILLE,KY,40165,38.006134,-85.677571,Encntr for routine child health exam w/o abnormal findings
62,787,864435,LIFE CARE CENTER OF MICHIGAN CITY,Extended Care Facility,Nursing Facility,802 US HWY 20 E,,MICHIGAN CITY,IN,46360,41.70532,-86.87715,History of falling
84,378,14483,H.O.P.E. TRANSPORTATION,Transportation Provider,Common Carrier (Ambulatory),3811 PARLIAMENT LANE,,INDIANAPOLIS,IN,46235,39.826665,-86.0009,"Illness, unspecified                                                                                "
1425,2384,427191,PARKVIEW HUNTINGTON HOSPITAL,Hospital,Acute Care,2001 STULTS ROAD,,HUNTINGTON,IN,46750,40.90485,-85.49059,Encntr for routine child health exam w/o abnormal findings
62,69,881,COMMUNITY HOWARD PHYSICIAN NETWORK LLC,Physician,Gastroenterologist,3611 ST REED RD,STE  108,KOKOMO,IN,46902,40.445074,-86.123507,"Dysphagia, unspecified                                                                              "
90,349,4688,CVS PHARMACY #06258,Pharmacy,Pharmacy,2020 E MORGAN ST,,EVANSVILLE,IN,47711,37.991685,-87.528445,Type 2 diabetes mellitus without complications
35,290,386745,JOY HEALTH SERVICES LLC (WVR),Waiver Provider,Aged & Disabled Waiver (A&D),2825 E 96TH ST,,INDIANAPOLIS,IN,46240,39.9269,-86.116981,"Quadriplegia, unspecified                                                                           "
1466,3013,543791,MARGARET MARY HEALTH,Hospital,Acute Care,321 MITCHELL AVENUE,,BATESVILLE,IN,47006,39.306215,-85.222521,Encounter for other specified aftercare
26,34,1371,FRANCISCAN PHYSICIAN NETWORK,Physician,Family Practitioner,1542 S BLOOMINGTON ST,,GREENCASTLE,IN,46135,39.622185,-86.845968,Other chest pain
11358,18206,253070,RADIOLOGY OF INDIANA P.C.,Physician,Radiologist,7340 SHADELAND STA STE 200,,INDIANAPOLIS,IN,46256,39.88788,-86.044,"Chest pain, unspecified                                                                             "
36,854,1084495,OAKBROOK VILLAGE,Extended Care Facility,Nursing Facility,850 ASH ST,,HUNTINGTON,IN,46750,40.869109,-85.509076,Unspecified dementia without behavioral disturbance
487,1720,121703,MERIDIAN HEALTH SERVICES CORP,Clinic,Federally Qualified Health Clinic (FQHC),2300 CHESTER BLVD,,RICHMOND,IN,47374,39.86563,-84.88857,"Attention-deficit hyperactivity disorder, combined type                                             "
4980,10734,880970,FRANCISCAN PHYSICIAN NETWORK,Physician,General Pediatrician,900 AVERITT RD,,GREENWOOD,IN,46143,39.606475,-86.120857,Encntr for routine child health exam w/o abnormal findings
1685,3053,257134,MEMORIAL HOSPITAL LOGANSPORT PEDIATRICS,Clinic,Medical Clinic,1201 MICHIGAN AVE STE 330,,LOGANSPORT,IN,46947,40.76332,-86.36072,Encntr for routine child health exam w/o abnormal findings
22,24,1590,COMMUNITY HOWARD PHYSICIAN NETWORK LLC,Physician,Obstetrician/Gynecologist,3510 S LAFOUNTAIN STREET,,KOKOMO,IN,46902,40.446688,-86.127111,Type 2 diabetes mellitus with hyperglycemia
141,213,14161,OHIO VALLEY EYE INSTITUTE PC/EVANSVILLE,Physician,Ophthalmologist,1001 WALNUT ST,,EVANSVILLE,IN,47713,37.97316,-87.56325,"Myopia, bilateral                                                                                   "
26,51,1391,FOUR COUNTY COUNSELING CENTER,Mental Health Provider,Outpatient Mental Health Clinic,3118 S. LAFOUNTAIN STREET,,KOKOMO,IN,46902,40.450767,-86.127136,Generalized anxiety disorder
245,638,43984,SOUTHWEST MEDICAL SERVICES INC,Transportation Provider,Ambulance,210 S MERIDIAN,,WASHINGTON,IN,47501,38.654874,-87.17556,End stage renal disease
79,235,60615,COMMUNITY HOME HEALTH,Home Health Agency,Home Health Agency,9894 E 121ST ST,,FISHERS,IN,46037,39.964378,-85.993871,Muscle weakness (generalized)
652,696,22506,QUEST DIAGNOSTICS NICHOLS INSTITUTE,Laboratory,Independent Lab,14225 NEWBROOK DR,,CHANTILLY,VA,20151,38.875762,-77.437134,Encntr for routine child health exam w/o abnormal findings
187,439,9830,DEACONESS CLINIC INC,Clinic,Medical Clinic,4949 HEALTHY WAY,SUITE A,EVANSVILLE,IN,47715,37.98014,-87.47954,Unspecified dementia without behavioral disturbance
400,2061,85012,FAMILY MEDICINE CONSULTANTS CORP,Physician,Family Practitioner,650 GRANT ST,STE 5,GARY,IN,46404,41.59852,-87.35695,Essential (primary) hypertension
364,582,57525,MIDWEST EYE CONSULTANTS #38,Optometrist,Optometrist,17615 STATE ROAD 23,,SOUTH BEND,IN,46635,41.704191,-86.208219,"Myopia, bilateral                                                                                   "
219,399,6892,CARDIAC CARE ASSOCIATES INC,Physician,General Internist,1205 S MAIN ST #101,,CROWN POINT,IN,46307,41.396252,-87.364418,Athscl heart disease of native coronary artery w/o ang pctrs
110,216,14253,UNION ASSOCIATED PHYSICIANS CLINIC LLC,Clinic,Medical Clinic,4601 S 7TH ST,,TERRE HAUTE,IN,47802,39.411174,-87.406817,Encntr for routine child health exam w/o abnormal findings
201,1798,282527,HEALTHCARE PRODUCTS DELIVERY INC,DME/Medical Supply Dealer,DME/Medical Supply Dealer,"1300 E HWY 136, STE I         ",,PITTSBORO,IN,46167,39.87196,-86.46255,Unspecified urinary incontinence
563,868,71027,EYE CENTER OF CONNERSVILLE,Clinic,Medical Clinic,2045 VIRGINIA AVE,,CONNERSVILLE,IN,47331,39.657901,-85.131922,"Myopia, bilateral                                                                                   "
160,305,24372,DECATUR FAMILY MEDICINE,Physician,Family Practitioner,815 HIGH STREET SUITE C,,DECATUR,IN,46733,40.821221,-84.91855,"Acute pharyngitis, unspecified                                                                      "
142,149,2822,PERRY COUNTY HEALTH DEPARTMENT,Public Health Agency,County Health Department,125 S 8TH ST,,CANNELTON,IN,47520,37.912803,-86.741048,Encntr for routine child health exam w/o abnormal findings
291,725,41393,TULIP TREE FAMILY HEALTH CENTER,Clinic,Medical Clinic,123 N MCCREARY ST,,FORT BRANCH,IN,47648,38.247646,-87.579919,Essential (primary) hypertension
205,771,30773,CHANTEL MEDICAL LLC,Physician,General Internist,9108 COLUMBIA AVE,STE B,MUNSTER,IN,46321,41.548958,-87.505019,Essential (primary) hypertension
2324,4609,404846,PEOPLES HEALTH CENTER,Clinic,Federally Qualified Health Clinic (FQHC),2340 E 10TH ST,,INDIANAPOLIS,IN,46201,39.78132,-86.122065,Encntr for routine child health exam w/o abnormal findings
66,69,4243,LRPN/DR JOHN TAYLOR,Physician,Family Practitioner,104 E CULVER RD,STE 103,KNOX,IN,46534,41.28806,-86.621276,Encntr for routine child health exam w/o abnormal findings
39,106,639,CVS PHARMACY #6688,Pharmacy,Pharmacy,820 W OHIO ST,,ROCKVILLE,IN,47872,39.762685,-87.236429,Type 2 diabetes mellitus without complications
24,45,1569,SPECIALTY REFERRAL CENTER,Podiatrist,Podiatrist,510 W VOTAW ST,,PORTLAND,IN,47371,40.439361,-84.98515,Type 2 diabetes mellitus without complications
26,27,73942,AIR EVAC LIFE TEAM #17,Transportation Provider,Air Ambulance,690 W HOSPITAL RD,,PAOLI,IN,47454,38.567069,-86.477352,"Altered mental status, unspecified                                                                  "
104,126,10458,D J DAWSON MD,Physician,Ophthalmologist,8256 HOHMAN AVE,,MUNSTER,IN,46321,41.563421,-87.52229,"Myopia, bilateral                                                                                   "
37,39,2716,THE INDIANA CLINIC,Physician,Obstetrician/Gynecologist,1060 SMAIN ST SUITE 5,,TIPTON,IN,46072,40.270489,-86.04109,"Acute upper respiratory infection, unspecified                                                      "
373,797,70077,AVON PEDIATRICS PC,Physician,General Pediatrician,7376 BUSINESS CENTER DR,STE A,AVON,IN,46123,39.76155,-86.39339,Encntr for routine child health exam w/o abnormal findings
